,decile1b,decile3,decile1,lsat,ugpa,DOB_yr,fam_inc,tier,grad,fulltime,race1_asian,race1_black,race1_hisp,race1_other,race1_white,gender
3070,5.0,8.0,5.0,28.0,3.4,69.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
21483,1.0,1.0,1.0,31.0,2.5,67.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
2706,3.0,5.0,3.0,38.0,3.4,67.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
20618,3.0,3.0,3.0,43.0,3.8,68.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4786,5.0,5.0,6.0,34.0,3.3,68.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7233,1.0,1.0,1.0,39.0,3.2,70.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
13275,9.0,8.0,9.0,45.0,3.9,69.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
328,7.0,8.0,7.0,48.0,3.5,69.0,3.466045754589022,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9027,7.0,8.0,7.0,37.0,3.6,69.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
10762,1.0,2.0,2.0,32.0,2.9,69.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
22091,3.0,2.0,3.0,28.0,2.3,66.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8098,8.0,8.0,8.0,36.0,3.2,65.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
13113,10.0,10.0,10.0,39.0,3.9,68.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8235,5.5284814690188915,5.525933759553911,5.708233638282899,48.0,2.4,67.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
5841,4.0,5.0,5.0,30.5,3.3,69.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
11518,5.5284814690188915,5.525933759553911,5.708233638282899,25.0,2.9,60.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
12557,6.0,5.0,6.0,44.0,2.8,66.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
21912,10.0,8.0,10.0,34.0,2.5,65.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
14919,7.0,6.0,7.0,35.7,3.7,65.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1917,8.0,9.0,8.0,31.0,3.5,67.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
10063,1.0,2.0,2.0,34.0,3.6,65.44071208122736,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
7095,1.0,1.0,1.0,30.0,3.2,69.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3994,5.5284814690188915,5.525933759553911,5.708233638282899,33.0,3.3,67.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
19671,6.0,9.0,7.0,32.0,3.0,69.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
14877,7.0,6.0,7.0,39.0,3.7,69.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
17928,6.0,3.0,6.0,37.0,3.1,67.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
4178,1.0,2.0,1.0,33.5,3.3,52.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6762,7.0,7.0,8.0,41.0,3.2,65.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3401,5.0,4.0,6.0,40.0,3.4,69.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
9347,5.0,5.0,5.0,36.0,3.6,68.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7090,2.0,1.0,2.0,42.0,3.2,69.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
18359,9.0,10.0,9.0,44.0,3.0,68.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
21443,8.0,6.0,8.0,40.0,3.8,69.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1714,7.0,6.0,7.0,29.0,3.5,64.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2851,1.0,2.0,2.0,29.0,3.4,69.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
14364,10.0,10.0,10.0,29.0,3.7,67.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
11641,4.0,4.0,4.0,39.0,2.9,68.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1517,10.0,10.0,10.0,41.0,3.5,56.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
6538,5.0,10.0,5.0,33.0,3.2,61.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
5575,4.0,5.0,4.0,41.0,3.3,62.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
18134,2.0,2.0,2.0,20.0,3.0,70.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
867,2.0,1.0,2.0,34.5,3.5,54.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
147,5.5284814690188915,5.525933759553911,5.0,39.5,3.5,69.0,2.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
21929,6.0,3.0,6.0,38.5,2.5,65.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
5022,3.0,3.0,3.0,33.0,3.3,67.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
18718,9.0,8.0,9.0,44.0,3.0,64.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
19195,3.0,1.0,3.0,27.0,3.0,61.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4033,4.0,6.0,5.0,36.0,3.3,67.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
21617,6.0,5.0,6.0,36.0,2.5,66.0,4.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
9416,6.0,4.0,6.0,41.0,3.6,53.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
10251,5.0,7.0,5.0,42.0,3.6,67.0,3.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
16234,10.0,9.0,10.0,30.0,3.1,64.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
11192,2.0,3.0,2.0,40.0,2.9,56.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
11724,5.5284814690188915,5.525933759553911,5.708233638282899,42.0,2.9,69.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
20654,5.5284814690188915,5.525933759553911,5.708233638282899,43.0,3.8,67.0,4.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
10700,6.0,8.0,6.0,39.0,2.9,70.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
10147,6.0,7.0,6.0,44.0,3.6,63.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1116,8.0,8.0,8.0,39.0,3.5,64.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
16931,8.0,8.0,8.0,33.0,3.1,65.0,4.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
4043,7.0,7.0,7.0,35.0,3.3,65.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
14694,5.5284814690188915,5.525933759553911,5.708233638282899,41.0,3.7,69.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
19911,1.0,3.0,2.0,40.0,2.6,61.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
11119,5.0,5.0,5.0,31.0,2.9,66.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5399,3.0,3.0,4.0,36.0,3.3,56.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
4232,9.0,10.0,9.0,41.0,3.3,70.0,2.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
15366,9.0,10.0,9.0,42.0,2.7,66.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
10989,2.0,2.0,3.0,37.0,2.9,64.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
13313,10.0,10.0,10.0,35.0,3.9,53.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
14518,8.0,6.0,8.0,47.0,3.7,68.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
697,9.0,9.0,9.0,35.0,3.5,69.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
10884,9.0,9.0,9.0,40.0,2.9,66.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
4945,2.0,2.0,3.0,22.0,3.3,70.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
19879,8.0,9.0,8.0,45.0,2.6,68.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
18114,6.0,5.0,7.0,32.5,3.0,68.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
19530,9.0,10.0,9.0,38.0,3.0,68.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
10123,8.0,8.0,8.0,35.0,3.6,53.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
19084,5.0,2.0,5.0,34.0,3.0,61.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
6867,6.0,6.0,6.0,38.0,3.2,67.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
19587,4.0,2.0,5.0,40.0,3.0,61.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2798,7.0,7.0,7.0,44.0,3.4,69.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
896,5.5284814690188915,5.525933759553911,5.708233638282899,39.0,3.5,50.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9056,3.0,5.0,3.0,37.0,3.6,60.0,3.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
21718,1.0,1.0,1.0,34.0,2.5,69.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
9105,8.0,7.0,8.0,32.0,3.6,68.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9547,5.0,7.0,6.0,37.0,3.6,67.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
13492,7.0,7.0,7.0,32.0,3.9,67.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6537,8.0,8.0,8.0,26.5,3.2,69.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
11383,10.0,10.0,10.0,43.0,2.9,56.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2840,7.0,5.0,7.0,29.0,3.4,69.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
19840,9.0,8.0,9.0,29.5,2.6,69.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
18680,5.0,5.0,5.0,35.0,3.0,66.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4108,8.0,9.0,8.0,40.0,3.3,69.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3086,10.0,10.0,10.0,40.0,3.4,69.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3423,1.0,3.0,1.0,29.0,3.4,68.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8858,5.0,7.0,5.0,37.0,3.6,55.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2785,6.0,6.0,6.0,40.0,3.4,69.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1715,1.0,2.0,1.0,40.0,3.5,64.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8289,3.0,1.0,3.0,37.0,2.4,52.0,3.466045754589022,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
20663,3.0,5.0,4.0,48.0,3.8,67.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
19569,8.0,9.0,8.0,36.0,3.0,48.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
9554,10.0,10.0,10.0,33.0,3.6,66.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
21857,1.0,3.0,1.0,28.5,2.5,68.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
12251,10.0,10.0,10.0,41.0,2.8,68.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15638,8.0,7.0,8.0,46.0,2.7,67.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
11300,3.0,2.0,3.0,28.0,2.9,69.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
16370,5.5284814690188915,5.525933759553911,5.708233638282899,35.0,3.1,66.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1249,5.0,5.0,5.0,31.5,3.5,65.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
9222,1.0,1.0,2.0,31.0,3.6,69.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
17702,4.0,6.0,5.0,34.5,3.1,69.0,3.466045754589022,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
7058,3.0,2.0,3.0,40.0,3.2,68.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
7066,3.0,6.0,3.0,40.0,3.2,58.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
4807,6.0,7.0,6.0,33.0,3.3,68.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6778,5.0,7.0,5.0,46.0,3.2,68.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3112,3.0,4.0,3.0,35.0,3.4,63.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8625,9.0,8.0,9.0,34.0,3.6,68.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
14016,9.0,9.0,9.0,41.0,3.7,63.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
16824,10.0,9.0,10.0,37.0,3.1,65.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
19606,10.0,10.0,10.0,40.0,3.0,68.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
5493,1.0,2.0,1.0,42.0,3.3,67.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8821,5.0,7.0,5.0,36.5,3.6,68.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
5345,5.5284814690188915,5.525933759553911,5.708233638282899,42.0,3.3,69.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
10935,3.0,3.0,3.0,41.0,2.9,67.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1571,8.0,8.0,8.0,23.0,3.5,65.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
9415,10.0,10.0,10.0,40.0,3.6,68.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
20498,5.5284814690188915,5.525933759553911,5.708233638282899,48.0,3.8,69.0,3.466045754589022,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
12931,10.0,10.0,10.0,38.0,3.9,52.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
9754,7.0,6.0,7.0,39.0,3.6,69.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1936,5.0,5.0,5.0,44.0,3.5,69.0,4.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
5786,8.0,9.0,8.0,47.0,3.3,61.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
14542,9.0,10.0,9.0,41.0,3.7,69.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
14253,9.0,8.0,9.0,43.0,3.7,68.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
13154,6.0,4.0,6.0,40.0,3.9,69.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
5675,7.0,7.0,7.0,36.5,3.3,65.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
19729,1.0,1.0,2.0,32.0,2.6,68.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
19011,4.0,5.0,4.0,33.0,3.0,66.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
13075,10.0,10.0,10.0,46.0,3.9,52.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
10240,3.0,6.0,4.0,31.0,3.6,69.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
20637,5.5284814690188915,5.525933759553911,7.0,38.5,3.8,68.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
12285,3.0,7.0,4.0,40.0,2.8,43.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
17763,5.5284814690188915,5.525933759553911,5.708233638282899,40.0,3.1,66.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8791,3.0,4.0,3.0,42.0,3.6,69.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
16360,9.0,8.0,9.0,43.0,3.1,63.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
4443,7.0,10.0,7.0,40.0,3.3,67.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
20473,10.0,10.0,10.0,47.0,3.8,69.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8023,4.0,2.0,4.0,41.0,3.2,69.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8265,3.0,4.0,4.0,31.0,2.4,55.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
4805,6.0,5.0,6.0,37.0,3.3,69.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
15961,2.0,4.0,2.0,30.0,2.7,64.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
6689,3.0,2.0,4.0,33.0,3.2,67.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
19289,9.0,8.0,9.0,46.0,3.0,64.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6225,5.0,5.0,5.0,41.0,3.2,69.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8613,5.0,5.0,5.0,40.0,3.6,68.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
10773,8.0,9.0,8.0,39.0,2.9,69.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1680,9.0,10.0,9.0,41.0,3.5,67.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
525,7.0,6.0,7.0,37.0,3.5,68.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
17159,3.0,4.0,3.0,34.0,3.1,62.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
6157,2.0,1.0,2.0,38.0,3.2,69.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
11543,6.0,7.0,6.0,45.0,2.9,67.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
11594,8.0,9.0,8.0,38.0,2.9,69.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
15633,5.0,5.0,5.0,40.0,2.7,64.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3723,9.0,8.0,9.0,37.0,3.4,60.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
17205,4.0,5.0,5.0,38.0,3.1,66.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
16032,3.0,2.0,3.0,36.0,3.1,68.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4917,6.0,4.0,6.0,42.0,3.3,64.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
16990,7.0,8.0,7.0,42.0,3.1,68.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
10688,2.0,1.0,2.0,37.0,2.9,68.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7262,5.0,3.0,5.0,32.0,3.2,69.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
11311,5.5284814690188915,5.525933759553911,8.0,40.0,2.9,67.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
17661,4.0,2.0,4.0,32.5,3.1,69.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
14687,3.0,2.0,3.0,45.0,3.7,68.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
21784,8.0,8.0,8.0,36.0,2.5,60.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
6065,2.0,1.0,2.0,26.5,2.2,65.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
21759,2.0,2.0,2.0,27.0,2.5,61.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
9902,1.0,2.0,1.0,28.0,3.6,67.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1986,10.0,10.0,10.0,43.0,3.4,69.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
4968,7.0,8.0,7.0,38.0,3.3,70.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
17571,8.0,7.0,8.0,33.0,3.1,69.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
16184,4.0,4.0,4.0,24.0,3.1,64.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
12999,5.0,6.0,6.0,36.0,3.9,70.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
21602,1.0,1.0,1.0,26.0,2.5,60.0,2.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1037,1.0,1.0,1.0,38.0,3.5,67.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3760,6.0,7.0,7.0,30.0,3.4,69.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
11055,8.0,7.0,8.0,37.0,2.9,67.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
10492,2.0,2.0,2.0,32.0,2.9,68.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
7722,8.0,7.0,8.0,33.5,3.2,68.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9995,9.0,9.0,9.0,37.0,3.6,69.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
17026,6.0,6.0,6.0,33.0,3.1,68.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
18090,9.0,9.0,9.0,35.0,3.0,60.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2678,6.0,6.0,6.0,41.0,3.4,69.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
10533,6.0,4.0,7.0,37.0,2.9,69.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
15873,6.0,5.0,6.0,34.0,2.7,66.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
15938,4.0,4.0,4.0,32.0,2.7,69.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
16507,3.0,2.0,3.0,38.0,3.1,68.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
18333,5.5284814690188915,5.525933759553911,5.708233638282899,42.0,3.0,66.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1406,9.0,9.0,9.0,39.0,3.5,69.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
6964,9.0,10.0,9.0,40.0,3.2,69.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
10640,8.0,7.0,8.0,39.0,2.9,69.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
12511,5.0,4.0,5.0,25.0,2.8,66.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1774,8.0,6.0,8.0,28.0,3.5,68.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3085,8.0,10.0,8.0,32.0,3.4,58.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
15119,2.0,2.0,2.0,38.0,3.7,65.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6477,1.0,1.0,2.0,40.0,3.2,64.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
20750,3.0,3.0,4.0,43.0,3.8,62.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
6392,2.0,4.0,3.0,36.0,3.2,60.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
