,decile1b,decile3,ID,decile1,sex,lsat,ugpa,zfygpa,grad,zgpa,fulltime,fam_inc,age,gender,male,race1,other,pass_bar,bar,tier,gpa
14171,5.5284814690188915,5.525933759553911,10252,6.0,2.0,42.0,3.7,0.14,1,0.008756037503551469,1.0,4.0,-68.0,1.0,1.0,white,0,1,a Passed 1st time,6.0,3.7
14172,9.0,10.0,10253,9.0,2.0,35.5,3.7,1.03,1,1.39,1.0,3.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.7
14173,9.0,8.0,10272,9.0,2.0,45.0,3.7,1.17,1,0.77,1.0,3.0,-58.0,1.0,1.0,white,0,1,a Passed 1st time,5.0,3.7
14174,6.0,6.0,10273,6.0,1.0,37.0,3.7,0.2,1,0.1,1.0,3.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.7
14175,8.0,8.0,10300,8.0,1.0,44.0,3.7,0.86,1,0.84,1.0,2.0,-55.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.7
14176,8.0,10.0,10347,8.0,1.0,32.0,3.7,0.78,1,1.57,1.0,3.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.7
14177,4.0,6.0,10362,5.0,2.0,40.0,3.7,-0.22,1,0.18,1.0,5.0,-60.0,1.0,1.0,white,0,1,a Passed 1st time,5.0,3.7
14178,9.0,10.0,10376,9.0,1.0,41.0,3.7,1.17,1,1.59,1.0,4.0,-58.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.7
14179,1.0,3.0,10413,2.0,1.0,40.0,3.7,-1.22,1,-0.84,1.0,3.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.7
14180,10.0,10.0,10452,10.0,2.0,42.0,3.7,1.7,1,1.61,1.0,4.0,-50.0,1.0,1.0,white,0,1,a Passed 1st time,5.0,3.7
14181,8.0,7.0,10493,8.0,1.0,40.5,3.7,0.83,1,0.32,1.0,4.0,-66.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.7
14182,4.0,4.0,10510,4.0,2.0,46.0,3.7,-0.32,1,-0.31,1.0,4.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,5.0,3.7
14183,5.0,4.0,10531,5.0,1.0,44.0,3.7,-0.03,1,-0.47,1.0,4.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,6.0,3.7
14184,5.0,6.0,10542,6.0,1.0,42.0,3.7,0.04,1,0.1,1.0,3.0,-58.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.7
14185,5.0,5.0,10567,5.0,2.0,43.0,3.7,-0.1,1,-0.2,1.0,4.0,-57.0,1.0,1.0,white,0,1,a Passed 1st time,5.0,3.7
14186,5.0,3.0,10570,5.0,2.0,45.0,3.7,-0.12,1,-0.61,1.0,3.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14187,6.0,6.0,10587,6.0,1.0,39.0,3.7,0.16,1,0.04,1.0,4.0,-67.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.7
14188,8.0,8.0,10600,8.0,2.0,40.0,3.7,0.85,1,0.64,1.0,3.0,-57.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14189,7.0,7.0,10624,7.0,2.0,41.0,3.7,0.42,1,0.53,1.0,4.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,5.0,3.7
14190,8.0,8.0,10626,8.0,1.0,44.0,3.7,0.65,1,0.77,1.0,3.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.7
14191,4.0,5.0,10647,5.0,1.0,41.0,3.7,-0.18,1,-0.17,1.0,5.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.7
14192,9.0,9.0,10658,9.0,1.0,48.0,3.7,1.26,1,0.96,1.0,4.0,-54.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.7
14193,10.0,10.0,10700,10.0,1.0,48.0,3.7,1.6,1,1.76,1.0,4.0,-60.0,0.0,0.0,white,0,1,a Passed 1st time,6.0,3.7
14194,9.0,9.0,10707,9.0,1.0,33.0,3.7,1.19,1,1.31,1.0,4.0,-57.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.7
14195,1.0,4.0,10766,1.0,2.0,41.0,3.7,-1.49,1,-0.39,1.0,3.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,5.0,3.7
14196,4.0,5.0,10780,4.0,2.0,36.0,3.7,-0.42,1,-0.24,1.0,4.0,-60.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14197,4.0,3.0,10788,4.0,2.0,44.0,3.7,-0.37,1,-0.83,1.0,3.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,6.0,3.7
14198,2.0,4.0,10799,2.0,1.0,27.5,3.7,-0.92,1,-0.52,1.0,4.0,-38.0,0.0,0.0,white,0,1,a Passed 1st time,2.0,3.7
14199,8.0,8.0,10804,8.0,1.0,35.0,3.7,0.58,1,0.71,1.0,4.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.7
14200,8.0,9.0,10812,8.0,1.0,39.0,3.7,0.78,1,1.23,1.0,4.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.7
14201,5.0,5.0,10814,5.0,1.0,45.0,3.7,-0.07,1,-0.17,1.0,4.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,6.0,3.7
14202,10.0,9.0,10843,10.0,2.0,32.0,3.7,1.53,1,1.19,1.0,4.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14203,2.0,3.0,10874,2.0,1.0,43.0,3.7,-0.91,1,-0.54,1.0,4.0,-61.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.7
14204,3.0,5.0,10891,3.0,2.0,41.0,3.7,-0.51,1,-0.02,1.0,3.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,5.0,3.7
14205,4.0,3.0,10935,4.0,1.0,32.0,3.7,-0.38,1,-0.54,1.0,2.0,-59.0,0.0,0.0,black,0,1,a Passed 1st time,5.0,3.7
14206,2.0,4.0,10938,2.0,1.0,42.0,3.7,-0.87,1,-0.38,1.0,3.0,-63.0,0.0,0.0,other,1,1,a Passed 1st time,5.0,3.7
14207,5.5284814690188915,5.525933759553911,10949,5.708233638282899,2.0,37.0,3.7,0.08606777762218175,1,-0.76,1.0,4.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.7
14208,9.0,9.0,10968,9.0,2.0,43.0,3.7,1.42,1,1.23,1.0,4.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,6.0,3.7
14209,5.0,6.0,10973,6.0,1.0,36.0,3.7,0.05,1,0.25,1.0,4.0,-61.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.7
14210,7.0,9.0,10980,8.0,2.0,32.0,3.7,0.55,1,1.2,1.0,3.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.7
14211,1.0,2.0,10997,1.0,1.0,40.0,3.7,-1.45,1,-1.29,1.0,2.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.7
14212,7.0,6.0,11046,7.0,1.0,42.0,3.7,0.4,1,0.21,1.0,4.0,-62.0,0.0,0.0,asian,0,1,a Passed 1st time,5.0,3.7
14213,3.0,4.0,11126,3.0,2.0,35.0,3.7,-0.64,1,-0.48,1.0,4.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14214,10.0,10.0,11131,10.0,1.0,42.0,3.7,1.83,1,2.28,1.0,4.0,-60.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.7
14215,4.0,5.0,11132,4.0,2.0,25.0,3.7,-0.42,1,-0.19,1.0,4.0,-61.0,1.0,1.0,white,0,0,c Failed,2.0,3.7
14216,7.0,10.0,11136,7.0,2.0,44.0,3.7,0.34,1,1.32,1.0,4.0,-58.0,1.0,1.0,white,0,1,a Passed 1st time,5.0,3.7
14217,10.0,10.0,11142,10.0,1.0,34.0,3.7,1.63,1,2.01,1.0,2.0,-61.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.7
14218,8.0,7.0,11160,8.0,2.0,34.0,3.7,0.6,1,0.49,1.0,4.0,-61.0,1.0,1.0,white,0,1,b Passed 2nd time,3.0,3.7
14219,4.0,3.0,11170,4.0,2.0,39.0,3.7,-0.31,1,-0.65,1.0,3.0,-64.0,1.0,1.0,white,0,1,a Passed 1st time,5.0,3.7
14220,3.0,5.0,11171,4.0,2.0,31.0,3.7,-0.49,1,-0.19,1.0,3.4660457545890226,-62.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.7
14221,5.0,4.0,11176,5.0,2.0,36.0,3.7,-0.02,1,-0.29,1.0,4.0,-68.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14222,9.0,10.0,11177,9.0,1.0,43.0,3.7,1.0,1,1.35,1.0,4.0,-61.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.7
14223,10.0,10.0,11182,10.0,2.0,43.0,3.7,2.11,1,2.0,1.0,4.0,-53.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.7
14224,5.5284814690188915,5.525933759553911,11204,5.708233638282899,1.0,33.0,3.7,0.08606777762218175,1,1.72,1.0,4.0,-61.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.7
14225,7.0,9.0,11207,7.0,2.0,48.0,3.7,0.36,1,1.0,1.0,5.0,-49.0,1.0,1.0,white,0,1,a Passed 1st time,5.0,3.7
14226,3.0,5.0,11210,3.0,1.0,38.0,3.7,-0.51,1,-0.16,1.0,3.0,-60.0,0.0,0.0,asian,0,1,a Passed 1st time,5.0,3.7
14227,9.0,10.0,11244,9.0,2.0,29.0,3.7,0.98,1,1.53,1.0,2.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14228,3.0,3.0,11250,3.0,1.0,33.0,3.7,-0.68,1,-0.74,1.0,2.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.7
14229,5.5284814690188915,5.525933759553911,11266,5.708233638282899,1.0,45.0,3.7,0.08606777762218175,1,0.0,1.0,4.0,-60.0,0.0,0.0,white,0,1,a Passed 1st time,6.0,3.7
14230,4.0,3.0,11273,4.0,2.0,38.5,3.7,-0.26,1,-0.57,1.0,4.0,-57.0,1.0,1.0,white,0,1,b Passed 2nd time,4.0,3.7
14231,9.0,10.0,11293,9.0,2.0,36.5,3.7,1.38,1,1.73,1.0,3.0,-58.0,1.0,1.0,white,0,1,a Passed 1st time,6.0,3.7
14232,2.0,3.0,11294,3.0,1.0,38.0,3.7,-0.73,1,-0.73,1.0,3.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.7
14233,7.0,9.0,11368,7.0,1.0,41.0,3.7,0.47,1,0.88,1.0,2.0,-42.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.7
14234,5.0,6.0,11381,6.0,1.0,32.0,3.7,0.05,1,0.12,1.0,3.0,-57.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.7
14235,4.0,6.0,11409,4.0,1.0,32.0,3.7,-0.43,1,0.18,2.0,3.0,-49.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.7
14236,7.0,4.0,11417,7.0,1.0,38.0,3.7,0.35,1,-0.36,1.0,3.0,-61.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.7
14237,9.0,9.0,11430,9.0,1.0,41.0,3.7,1.1,1,0.98,1.0,4.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.7
14238,10.0,9.0,11462,10.0,2.0,38.0,3.7,1.36,1,0.88,1.0,5.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14239,10.0,10.0,11501,10.0,2.0,42.0,3.7,1.34,1,1.42,1.0,3.0,-63.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14240,9.0,7.0,11565,9.0,2.0,40.0,3.7,1.23,1,0.38,1.0,5.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,6.0,3.7
14241,6.0,9.0,11569,6.0,1.0,41.0,3.7,0.21,1,0.93,1.0,5.0,-60.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.7
14242,9.0,5.0,11580,9.0,2.0,34.0,3.7,0.93,1,-0.13,1.0,3.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14243,7.0,9.0,11596,7.0,2.0,43.0,3.7,0.6,1,0.97,1.0,5.0,-63.0,1.0,1.0,white,0,1,a Passed 1st time,6.0,3.7
14244,7.0,8.0,11617,7.0,2.0,40.0,3.7,0.51,1,0.72,1.0,3.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14245,10.0,6.0,11627,10.0,1.0,46.0,3.7,2.2,1,0.23,1.0,4.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.7
14246,3.0,3.0,11643,3.0,1.0,37.0,3.7,-0.65,1,-0.61,1.0,3.0,-63.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.7
14247,9.0,8.0,11671,9.0,1.0,37.0,3.7,0.99,1,0.61,1.0,3.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.7
14248,3.0,2.0,11673,3.0,1.0,39.0,3.7,-0.75,1,-1.12,1.0,4.0,-61.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.7
14249,10.0,9.0,11702,10.0,1.0,37.0,3.7,1.56,1,0.96,2.0,4.0,-64.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.7
14250,8.0,7.0,11711,8.0,1.0,31.0,3.7,0.8,1,0.35,1.0,3.0,-65.0,0.0,0.0,hisp,0,1,a Passed 1st time,3.0,3.7
14251,3.0,3.0,11728,4.0,1.0,40.0,3.7,-0.49,1,-0.55,1.0,1.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.7
14252,8.0,9.0,11753,8.0,2.0,45.0,3.7,0.85,1,0.86,1.0,5.0,-61.0,1.0,1.0,asian,0,1,a Passed 1st time,6.0,3.7
14253,9.0,8.0,11828,9.0,1.0,43.0,3.7,1.0,1,0.7,1.0,3.0,-61.0,0.0,0.0,white,0,1,a Passed 1st time,6.0,3.7
14254,5.5284814690188915,5.525933759553911,11850,10.0,2.0,46.0,3.7,1.83,1,0.008756037503551469,1.0,3.0,-60.0,1.0,1.0,white,0,1,a Passed 1st time,6.0,3.7
14255,2.0,3.0,11852,3.0,2.0,30.0,3.7,-0.82,1,-0.7,1.0,4.0,-62.0,1.0,1.0,white,0,1,b Passed 2nd time,2.0,3.7
14256,9.0,9.0,11869,9.0,1.0,35.0,3.7,1.02,1,1.14,1.0,4.0,-56.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.7
14257,3.0,4.0,11877,4.0,2.0,40.0,3.7,-0.43,1,-0.35,1.0,4.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.7
14258,2.0,3.0,11889,2.0,1.0,38.0,3.7,-1.09,1,-0.68,1.0,3.0,-61.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.7
14259,5.0,3.0,11895,5.0,2.0,42.0,3.7,0.01,1,-0.74,1.0,3.0,-60.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14260,6.0,5.0,11917,6.0,2.0,37.0,3.7,0.25,1,-0.14,1.0,3.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14261,5.0,6.0,11921,5.0,2.0,34.0,3.7,0.02,1,0.17,1.0,4.0,-58.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14262,7.0,8.0,11964,8.0,2.0,29.0,3.7,0.54,1,0.84,1.0,3.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,2.0,3.7
14263,5.5284814690188915,5.525933759553911,11971,5.708233638282899,2.0,48.0,3.7,0.08606777762218175,1,0.0,1.0,5.0,-60.0,1.0,1.0,asian,0,1,a Passed 1st time,6.0,3.7
14264,3.0,6.0,11977,3.0,1.0,40.0,3.7,-0.6,1,0.18,1.0,4.0,-61.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.7
14265,8.0,7.0,11991,8.0,2.0,38.0,3.7,0.61,1,0.27,1.0,2.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,2.0,3.7
14266,9.0,9.0,11992,9.0,2.0,42.5,3.7,1.02,1,1.22,1.0,4.0,-60.0,1.0,1.0,white,0,1,a Passed 1st time,5.0,3.7
14267,1.0,2.0,12022,1.0,1.0,36.0,3.7,-1.35,1,-0.94,1.0,4.0,-56.0,0.0,0.0,white,0,1,b Passed 2nd time,4.0,3.7
14268,8.0,9.0,12030,8.0,2.0,36.0,3.7,0.78,1,0.88,1.0,4.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14269,7.0,4.0,12042,7.0,1.0,44.0,3.7,0.54,1,-0.35,1.0,4.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,6.0,3.7
14270,6.0,7.0,12066,6.0,2.0,39.5,3.7,0.2,1,0.3,1.0,3.0,-60.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14271,10.0,10.0,12078,10.0,2.0,42.0,3.7,1.44,1,1.6,1.0,4.0,-52.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14272,5.0,6.0,12100,5.0,2.0,48.0,3.7,-0.04,1,0.17,1.0,4.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,6.0,3.7
14273,10.0,9.0,12118,10.0,1.0,40.0,3.7,1.31,1,1.17,1.0,3.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.7
14274,9.0,9.0,12154,9.0,1.0,48.0,3.7,1.13,1,0.85,1.0,3.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,6.0,3.7
14275,1.0,1.0,12177,2.0,2.0,27.0,3.7,-1.17,1,-2.06,1.0,3.0,-62.0,1.0,1.0,black,0,1,a Passed 1st time,4.0,3.7
14276,2.0,4.0,12201,2.0,1.0,45.0,3.7,-0.84,1,-0.5,1.0,5.0,-30.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.7
14277,8.0,6.0,12232,8.0,2.0,43.0,3.7,0.77,1,0.11,1.0,3.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,6.0,3.7
14278,10.0,10.0,12240,10.0,2.0,35.0,3.7,1.99,1,1.46,1.0,4.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.7
14279,1.0,2.0,12252,1.0,1.0,28.0,3.7,-1.28,1,-1.02,1.0,2.0,-51.0,0.0,0.0,white,0,1,b Passed 2nd time,4.0,3.7
14280,5.0,7.0,12267,5.0,2.0,42.0,3.7,0.06,1,0.51,1.0,5.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,6.0,3.7
14281,5.5284814690188915,5.525933759553911,12322,5.708233638282899,1.0,46.0,3.7,0.08606777762218175,1,0.0,1.0,5.0,-65.0,0.0,0.0,white,0,1,a Passed 1st time,6.0,3.7
14282,2.0,4.0,12327,2.0,1.0,40.0,3.7,-0.88,1,-0.51,1.0,3.0,-56.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.7
14283,2.0,2.0,12344,2.0,1.0,42.0,3.7,-1.06,1,-1.15,1.0,4.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,6.0,3.7
14284,3.0,3.0,12348,3.0,2.0,44.0,3.7,-0.63,1,-0.83,1.0,5.0,-60.0,1.0,1.0,white,0,1,a Passed 1st time,5.0,3.7
14285,2.0,4.0,12368,3.0,2.0,38.0,3.7,-0.81,1,-0.28,1.0,2.0,-58.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14286,4.0,5.0,12384,4.0,2.0,27.0,3.7,-0.42,1,-0.22,1.0,2.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14287,8.0,6.0,12385,8.0,2.0,40.0,3.7,0.76,1,0.19,1.0,4.0,-60.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14288,5.5284814690188915,5.525933759553911,12393,5.708233638282899,1.0,31.0,3.7,0.08606777762218175,1,-0.47,1.0,1.0,-39.0,0.0,0.0,white,0,0,c Failed,4.0,3.7
14289,1.0,5.0,12476,1.0,2.0,41.0,3.7,-1.54,1,-0.2,1.0,4.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,6.0,3.7
14290,5.5284814690188915,5.525933759553911,12546,5.708233638282899,1.0,42.0,3.7,0.08606777762218175,1,0.008756037503551469,1.0,4.0,-53.0,0.0,0.0,white,0,1,a Passed 1st time,2.0,3.7
14291,9.0,9.0,12548,9.0,1.0,34.5,3.7,1.16,1,0.94,1.0,2.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.7
14292,5.5284814690188915,5.525933759553911,12558,5.708233638282899,1.0,35.0,3.7,0.08606777762218175,1,0.008756037503551469,1.0,4.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,1.0,3.7
14293,9.0,8.0,12560,9.0,2.0,36.0,3.7,0.92,1,0.63,1.0,4.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14294,9.0,10.0,12568,9.0,1.0,38.0,3.7,1.26,1,1.36,1.0,2.0,-67.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.7
14295,8.0,5.0,12599,8.0,1.0,34.0,3.7,0.62,1,-0.04,1.0,3.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.7
14296,2.0,4.0,12616,2.0,2.0,43.0,3.7,-0.92,1,-0.41,1.0,4.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,6.0,3.7
14297,8.0,8.0,12620,8.0,1.0,42.0,3.7,0.82,1,0.79,1.0,5.0,-67.0,0.0,0.0,white,0,1,a Passed 1st time,6.0,3.7
14298,8.0,8.0,12670,8.0,1.0,34.0,3.7,0.8,1,0.6,2.0,3.0,-54.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.7
14299,9.0,8.0,12678,9.0,2.0,41.0,3.7,1.01,1,0.62,1.0,4.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14300,8.0,9.0,12688,8.0,1.0,40.0,3.7,0.68,1,1.17,1.0,4.0,-51.0,0.0,0.0,white,0,1,a Passed 1st time,1.0,3.7
14301,3.0,6.0,12708,4.0,2.0,35.0,3.7,-0.48,1,0.1,1.0,3.4660457545890226,-62.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.7
14302,3.0,5.0,12714,3.0,2.0,38.0,3.7,-0.64,1,-0.02,1.0,3.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14303,1.0,1.0,12724,1.0,2.0,27.0,3.7,-1.72,1,-1.54,1.0,4.0,-63.0,1.0,1.0,white,0,1,a Passed 1st time,2.0,3.7
14304,5.0,6.0,12733,5.0,1.0,27.0,3.7,-0.1,1,0.01,1.0,3.0,-56.0,0.0,0.0,white,0,1,a Passed 1st time,2.0,3.7
14305,3.0,3.0,12734,4.0,1.0,34.0,3.7,-0.45,1,-0.73,1.0,4.0,-60.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.7
14306,2.0,1.0,12737,2.0,2.0,40.0,3.7,-1.05,1,-1.46,1.0,4.0,-57.0,1.0,1.0,white,0,1,b Passed 2nd time,5.0,3.7
14307,7.0,6.0,12752,7.0,2.0,37.0,3.7,0.41,1,0.05,1.0,4.0,-63.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14308,5.5284814690188915,5.525933759553911,12753,9.0,2.0,46.0,3.7,1.4,1,0.008756037503551469,1.0,3.0,-58.0,1.0,1.0,white,0,1,a Passed 1st time,6.0,3.7
14309,8.0,8.0,12766,8.0,2.0,46.0,3.7,0.7,1,0.76,1.0,4.0,-57.0,1.0,1.0,white,0,1,a Passed 1st time,6.0,3.7
14310,2.0,3.0,12774,2.0,2.0,34.0,3.7,-0.85,1,-0.86,1.0,4.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.7
14311,5.5284814690188915,5.525933759553911,12800,4.0,1.0,30.0,3.7,-0.23,X,0.008756037503551469,1.0,4.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.7
14312,8.0,5.0,12804,8.0,2.0,41.0,3.7,0.75,1,-0.2,1.0,4.0,-56.0,1.0,1.0,white,0,1,a Passed 1st time,5.0,3.7
14313,2.0,4.0,12813,3.0,1.0,37.0,3.7,-0.75,1,-0.38,1.0,4.0,-38.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.7
14314,10.0,10.0,12817,10.0,2.0,42.5,3.7,2.34,1,1.78,1.0,4.0,-61.0,1.0,1.0,other,1,1,a Passed 1st time,6.0,3.7
14315,7.0,5.0,12831,7.0,2.0,41.0,3.7,0.46,1,0.02,1.0,3.0,-54.0,1.0,1.0,white,0,1,a Passed 1st time,5.0,3.7
14316,8.0,9.0,12851,8.0,2.0,44.0,3.7,0.77,1,1.14,1.0,3.0,-58.0,1.0,1.0,white,0,1,a Passed 1st time,6.0,3.7
14317,10.0,10.0,12852,10.0,2.0,46.0,3.7,1.44,1,1.53,1.0,3.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14318,3.0,4.0,12880,3.0,1.0,44.0,3.7,-0.63,1,-0.43,1.0,2.0,-67.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.7
14319,2.0,1.0,12882,3.0,1.0,39.0,3.7,-0.77,1,-1.64,1.0,4.0,-67.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.7
14320,5.0,4.0,12887,5.0,2.0,46.0,3.7,-0.16,1,-0.3,1.0,4.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,6.0,3.7
14321,2.0,3.0,12934,2.0,2.0,34.0,3.7,-0.96,1,-0.87,1.0,3.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14322,5.0,4.0,12941,5.0,1.0,46.0,3.7,0.06,1,-0.37,1.0,4.0,-60.0,0.0,0.0,white,0,1,a Passed 1st time,6.0,3.7
14323,2.0,5.0,12945,2.0,2.0,43.0,3.7,-1.13,1,-0.09,1.0,2.0,-57.0,1.0,1.0,hisp,0,1,a Passed 1st time,5.0,3.7
14324,3.0,2.0,12949,3.0,1.0,34.0,3.7,-0.58,1,-1.07,1.0,3.0,-59.0,0.0,0.0,white,0,1,a Passed 1st time,4.0,3.7
14325,10.0,10.0,12980,10.0,1.0,37.0,3.7,1.94,1,2.12,1.0,3.0,-63.0,0.0,0.0,white,0,1,a Passed 1st time,3.0,3.7
14326,10.0,10.0,12985,10.0,2.0,48.0,3.7,2.02,1,1.82,1.0,5.0,-58.0,1.0,1.0,white,0,1,a Passed 1st time,4.0,3.7
14327,3.0,4.0,12990,3.0,1.0,45.0,3.7,-0.71,1,-0.39,1.0,4.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,6.0,3.7
14328,8.0,8.0,12992,8.0,1.0,44.0,3.7,0.61,1,0.72,1.0,4.0,-62.0,0.0,0.0,white,0,1,a Passed 1st time,5.0,3.7
14329,2.0,3.0,13000,3.0,2.0,31.0,3.7,-0.73,1,-0.68,1.0,2.0,-62.0,1.0,1.0,white,0,1,a Passed 1st time,3.0,3.7
14330,7.0,7.0,13011,7.0,2.0,45.0,3.7,0.42,1,0.3,1.0,4.0,-61.0,1.0,1.0,white,0,1,a Passed 1st time,6.0,3.7
14331,5.0,6.0,13049,5.0,2.0,45.0,3.7,-0.09,1,0.05,1.0,4.0,-66.0,1.0,1.0,white,0,1,a Passed 1st time,6.0,3.7
